id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0270,P1,07. Brand Strategy & Creative Direction,Visual tension control,Regression,CREATIVE.md,Define acceptable contrast between refinement and expressiveness so premium work is not reduced to safe blandness.,controls/07-brand-strategy-and-creative-direction.md,controls.capability.visual-tension-control,control.bq-0270
BQ-0271,P1,07. Brand Strategy & Creative Direction,Memorability test,Contract,CREATIVE.md / QA_GATES.md,"Require at least one distinctive, task- or domain-relevant visual/interaction/structural idea users could plausibly recall; decorative novelty alone does not satisfy memorability.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.memorability-test,control.bq-0271
BQ-0272,P1,07. Brand Strategy & Creative Direction,Memorability test,Procedure,CREATIVE.md / QA_GATES.md,"Require at least one distinctive, task- or domain-relevant visual/interaction/structural idea users could plausibly recall; decorative novelty alone does not satisfy memorability.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.memorability-test,control.bq-0272
BQ-0273,P1,07. Brand Strategy & Creative Direction,Memorability test,Evidence Gate,CREATIVE.md / QA_GATES.md,"Require at least one distinctive, task- or domain-relevant visual/interaction/structural idea users could plausibly recall; decorative novelty alone does not satisfy memorability.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.memorability-test,control.bq-0273
BQ-0274,P1,07. Brand Strategy & Creative Direction,Memorability test,Recovery,CREATIVE.md / QA_GATES.md,"Require at least one distinctive, task- or domain-relevant visual/interaction/structural idea users could plausibly recall; decorative novelty alone does not satisfy memorability.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.memorability-test,control.bq-0274
BQ-0275,P1,07. Brand Strategy & Creative Direction,Memorability test,Regression,CREATIVE.md / QA_GATES.md,"Require at least one distinctive, task- or domain-relevant visual/interaction/structural idea users could plausibly recall; decorative novelty alone does not satisfy memorability.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.memorability-test,control.bq-0275
BQ-0276,P0,07. Brand Strategy & Creative Direction,Category-fit calibration,Contract,CREATIVE.md,"Prevent visual novelty from undermining trust, legibility, operational credibility, or category expectations.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.category-fit-calibration,control.bq-0276
BQ-0277,P0,07. Brand Strategy & Creative Direction,Category-fit calibration,Procedure,CREATIVE.md,"Prevent visual novelty from undermining trust, legibility, operational credibility, or category expectations.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.category-fit-calibration,control.bq-0277
BQ-0278,P0,07. Brand Strategy & Creative Direction,Category-fit calibration,Evidence Gate,CREATIVE.md,"Prevent visual novelty from undermining trust, legibility, operational credibility, or category expectations.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.category-fit-calibration,control.bq-0278
BQ-0279,P0,07. Brand Strategy & Creative Direction,Category-fit calibration,Recovery,CREATIVE.md,"Prevent visual novelty from undermining trust, legibility, operational credibility, or category expectations.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.category-fit-calibration,control.bq-0279
BQ-0280,P0,07. Brand Strategy & Creative Direction,Category-fit calibration,Regression,CREATIVE.md,"Prevent visual novelty from undermining trust, legibility, operational credibility, or category expectations.",controls/07-brand-strategy-and-creative-direction.md,controls.capability.category-fit-calibration,control.bq-0280
BQ-0281,P0,08. UX Strategy & Information Architecture,Primary-task mapping,Contract,STRUCTURE.md / FEATURES.md,"Identify the highest-value user tasks and ensure architecture, navigation, and calls to action prioritize them.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.primary-task-mapping,control.bq-0281
BQ-0282,P0,08. UX Strategy & Information Architecture,Primary-task mapping,Procedure,STRUCTURE.md / FEATURES.md,"Identify the highest-value user tasks and ensure architecture, navigation, and calls to action prioritize them.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.primary-task-mapping,control.bq-0282
BQ-0283,P0,08. UX Strategy & Information Architecture,Primary-task mapping,Evidence Gate,STRUCTURE.md / FEATURES.md,"Identify the highest-value user tasks and ensure architecture, navigation, and calls to action prioritize them.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.primary-task-mapping,control.bq-0283
BQ-0284,P0,08. UX Strategy & Information Architecture,Primary-task mapping,Recovery,STRUCTURE.md / FEATURES.md,"Identify the highest-value user tasks and ensure architecture, navigation, and calls to action prioritize them.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.primary-task-mapping,control.bq-0284
BQ-0285,P0,08. UX Strategy & Information Architecture,Primary-task mapping,Regression,STRUCTURE.md / FEATURES.md,"Identify the highest-value user tasks and ensure architecture, navigation, and calls to action prioritize them.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.primary-task-mapping,control.bq-0285
BQ-0286,P1,08. UX Strategy & Information Architecture,Journey-state model,Contract,STRUCTURE.md / FEATURES.md,"Model discovery, evaluation, conversion, onboarding, use, recovery, and retention states where applicable.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.journey-state-model,control.bq-0286
BQ-0287,P1,08. UX Strategy & Information Architecture,Journey-state model,Procedure,STRUCTURE.md / FEATURES.md,"Model discovery, evaluation, conversion, onboarding, use, recovery, and retention states where applicable.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.journey-state-model,control.bq-0287
BQ-0288,P1,08. UX Strategy & Information Architecture,Journey-state model,Evidence Gate,STRUCTURE.md / FEATURES.md,"Model discovery, evaluation, conversion, onboarding, use, recovery, and retention states where applicable.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.journey-state-model,control.bq-0288
BQ-0289,P1,08. UX Strategy & Information Architecture,Journey-state model,Recovery,STRUCTURE.md / FEATURES.md,"Model discovery, evaluation, conversion, onboarding, use, recovery, and retention states where applicable.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.journey-state-model,control.bq-0289
BQ-0290,P1,08. UX Strategy & Information Architecture,Journey-state model,Regression,STRUCTURE.md / FEATURES.md,"Model discovery, evaluation, conversion, onboarding, use, recovery, and retention states where applicable.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.journey-state-model,control.bq-0290
BQ-0291,P0,08. UX Strategy & Information Architecture,Information-scent standard,Contract,STRUCTURE.md,Require labels and navigation choices to predict destination content accurately without clever but ambiguous wording.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.information-scent-standard,control.bq-0291
BQ-0292,P0,08. UX Strategy & Information Architecture,Information-scent standard,Procedure,STRUCTURE.md,Require labels and navigation choices to predict destination content accurately without clever but ambiguous wording.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.information-scent-standard,control.bq-0292
BQ-0293,P0,08. UX Strategy & Information Architecture,Information-scent standard,Evidence Gate,STRUCTURE.md,Require labels and navigation choices to predict destination content accurately without clever but ambiguous wording.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.information-scent-standard,control.bq-0293
BQ-0294,P0,08. UX Strategy & Information Architecture,Information-scent standard,Recovery,STRUCTURE.md,Require labels and navigation choices to predict destination content accurately without clever but ambiguous wording.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.information-scent-standard,control.bq-0294
BQ-0295,P0,08. UX Strategy & Information Architecture,Information-scent standard,Regression,STRUCTURE.md,Require labels and navigation choices to predict destination content accurately without clever but ambiguous wording.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.information-scent-standard,control.bq-0295
BQ-0296,P0,08. UX Strategy & Information Architecture,Content-priority hierarchy,Contract,STRUCTURE.md,"Rank proof, benefits, features, details, objections, and conversion elements according to user decision sequence.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.content-priority-hierarchy,control.bq-0296
BQ-0297,P0,08. UX Strategy & Information Architecture,Content-priority hierarchy,Procedure,STRUCTURE.md,"Rank proof, benefits, features, details, objections, and conversion elements according to user decision sequence.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.content-priority-hierarchy,control.bq-0297
BQ-0298,P0,08. UX Strategy & Information Architecture,Content-priority hierarchy,Evidence Gate,STRUCTURE.md,"Rank proof, benefits, features, details, objections, and conversion elements according to user decision sequence.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.content-priority-hierarchy,control.bq-0298
BQ-0299,P0,08. UX Strategy & Information Architecture,Content-priority hierarchy,Recovery,STRUCTURE.md,"Rank proof, benefits, features, details, objections, and conversion elements according to user decision sequence.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.content-priority-hierarchy,control.bq-0299
BQ-0300,P0,08. UX Strategy & Information Architecture,Content-priority hierarchy,Regression,STRUCTURE.md,"Rank proof, benefits, features, details, objections, and conversion elements according to user decision sequence.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.content-priority-hierarchy,control.bq-0300
BQ-0301,P1,08. UX Strategy & Information Architecture,Navigation complexity budget,Contract,STRUCTURE.md,Set limits on top-level choices and progressive disclosure based on task complexity and audience expertise.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.navigation-complexity-budget,control.bq-0301
BQ-0302,P1,08. UX Strategy & Information Architecture,Navigation complexity budget,Procedure,STRUCTURE.md,Set limits on top-level choices and progressive disclosure based on task complexity and audience expertise.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.navigation-complexity-budget,control.bq-0302
BQ-0303,P1,08. UX Strategy & Information Architecture,Navigation complexity budget,Evidence Gate,STRUCTURE.md,Set limits on top-level choices and progressive disclosure based on task complexity and audience expertise.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.navigation-complexity-budget,control.bq-0303
BQ-0304,P1,08. UX Strategy & Information Architecture,Navigation complexity budget,Recovery,STRUCTURE.md,Set limits on top-level choices and progressive disclosure based on task complexity and audience expertise.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.navigation-complexity-budget,control.bq-0304
BQ-0305,P1,08. UX Strategy & Information Architecture,Navigation complexity budget,Regression,STRUCTURE.md,Set limits on top-level choices and progressive disclosure based on task complexity and audience expertise.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.navigation-complexity-budget,control.bq-0305
BQ-0306,P0,08. UX Strategy & Information Architecture,Edge-state architecture,Contract,STRUCTURE.md / FEATURES.md,"Include empty, error, loading, permission, offline, no-result, expired, and destructive-action states in architecture when relevant.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.edge-state-architecture,control.bq-0306
BQ-0307,P0,08. UX Strategy & Information Architecture,Edge-state architecture,Procedure,STRUCTURE.md / FEATURES.md,"Include empty, error, loading, permission, offline, no-result, expired, and destructive-action states in architecture when relevant.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.edge-state-architecture,control.bq-0307
BQ-0308,P0,08. UX Strategy & Information Architecture,Edge-state architecture,Evidence Gate,STRUCTURE.md / FEATURES.md,"Include empty, error, loading, permission, offline, no-result, expired, and destructive-action states in architecture when relevant.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.edge-state-architecture,control.bq-0308
BQ-0309,P0,08. UX Strategy & Information Architecture,Edge-state architecture,Recovery,STRUCTURE.md / FEATURES.md,"Include empty, error, loading, permission, offline, no-result, expired, and destructive-action states in architecture when relevant.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.edge-state-architecture,control.bq-0309
BQ-0310,P0,08. UX Strategy & Information Architecture,Edge-state architecture,Regression,STRUCTURE.md / FEATURES.md,"Include empty, error, loading, permission, offline, no-result, expired, and destructive-action states in architecture when relevant.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.edge-state-architecture,control.bq-0310
BQ-0311,P1,08. UX Strategy & Information Architecture,Cross-page continuity,Contract,STRUCTURE.md,"Preserve vocabulary, CTA semantics, hierarchy, and user state across pages instead of treating each page as an isolated composition.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.cross-page-continuity,control.bq-0311
BQ-0312,P1,08. UX Strategy & Information Architecture,Cross-page continuity,Procedure,STRUCTURE.md,"Preserve vocabulary, CTA semantics, hierarchy, and user state across pages instead of treating each page as an isolated composition.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.cross-page-continuity,control.bq-0312
BQ-0313,P1,08. UX Strategy & Information Architecture,Cross-page continuity,Evidence Gate,STRUCTURE.md,"Preserve vocabulary, CTA semantics, hierarchy, and user state across pages instead of treating each page as an isolated composition.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.cross-page-continuity,control.bq-0313
BQ-0314,P1,08. UX Strategy & Information Architecture,Cross-page continuity,Recovery,STRUCTURE.md,"Preserve vocabulary, CTA semantics, hierarchy, and user state across pages instead of treating each page as an isolated composition.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.cross-page-continuity,control.bq-0314
BQ-0315,P1,08. UX Strategy & Information Architecture,Cross-page continuity,Regression,STRUCTURE.md,"Preserve vocabulary, CTA semantics, hierarchy, and user state across pages instead of treating each page as an isolated composition.",controls/08-ux-strategy-and-information-architecture.md,controls.capability.cross-page-continuity,control.bq-0315
BQ-0316,P1,08. UX Strategy & Information Architecture,IA validation scenarios,Contract,QA_GATES.md,Test representative user goals against the proposed structure and fail designs that require unnecessary backtracking or hidden knowledge.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.ia-validation-scenarios,control.bq-0316
BQ-0317,P1,08. UX Strategy & Information Architecture,IA validation scenarios,Procedure,QA_GATES.md,Test representative user goals against the proposed structure and fail designs that require unnecessary backtracking or hidden knowledge.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.ia-validation-scenarios,control.bq-0317
BQ-0318,P1,08. UX Strategy & Information Architecture,IA validation scenarios,Evidence Gate,QA_GATES.md,Test representative user goals against the proposed structure and fail designs that require unnecessary backtracking or hidden knowledge.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.ia-validation-scenarios,control.bq-0318
BQ-0319,P1,08. UX Strategy & Information Architecture,IA validation scenarios,Recovery,QA_GATES.md,Test representative user goals against the proposed structure and fail designs that require unnecessary backtracking or hidden knowledge.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.ia-validation-scenarios,control.bq-0319
BQ-0320,P1,08. UX Strategy & Information Architecture,IA validation scenarios,Regression,QA_GATES.md,Test representative user goals against the proposed structure and fail designs that require unnecessary backtracking or hidden knowledge.,controls/08-ux-strategy-and-information-architecture.md,controls.capability.ia-validation-scenarios,control.bq-0320
BQ-0321,P0,"09. Layout, Composition & Spatial Hierarchy",Section-purpose uniqueness,Contract,CREATIVE.md / DESIGN.md,Require every major section to have a distinct communication purpose and composition rather than repeating one section template.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.section-purpose-uniqueness,control.bq-0321
BQ-0322,P0,"09. Layout, Composition & Spatial Hierarchy",Section-purpose uniqueness,Procedure,CREATIVE.md / DESIGN.md,Require every major section to have a distinct communication purpose and composition rather than repeating one section template.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.section-purpose-uniqueness,control.bq-0322
BQ-0323,P0,"09. Layout, Composition & Spatial Hierarchy",Section-purpose uniqueness,Evidence Gate,CREATIVE.md / DESIGN.md,Require every major section to have a distinct communication purpose and composition rather than repeating one section template.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.section-purpose-uniqueness,control.bq-0323
BQ-0324,P0,"09. Layout, Composition & Spatial Hierarchy",Section-purpose uniqueness,Recovery,CREATIVE.md / DESIGN.md,Require every major section to have a distinct communication purpose and composition rather than repeating one section template.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.section-purpose-uniqueness,control.bq-0324
BQ-0325,P0,"09. Layout, Composition & Spatial Hierarchy",Section-purpose uniqueness,Regression,CREATIVE.md / DESIGN.md,Require every major section to have a distinct communication purpose and composition rather than repeating one section template.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.section-purpose-uniqueness,control.bq-0325
BQ-0326,P0,"09. Layout, Composition & Spatial Hierarchy",Macro-rhythm system,Contract,CREATIVE.md / DESIGN.md,"Define deliberate alternation of density, whitespace, media, proof, interaction, and emphasis across the full page or product.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.macro-rhythm-system,control.bq-0326
BQ-0327,P0,"09. Layout, Composition & Spatial Hierarchy",Macro-rhythm system,Procedure,CREATIVE.md / DESIGN.md,"Define deliberate alternation of density, whitespace, media, proof, interaction, and emphasis across the full page or product.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.macro-rhythm-system,control.bq-0327
BQ-0328,P0,"09. Layout, Composition & Spatial Hierarchy",Macro-rhythm system,Evidence Gate,CREATIVE.md / DESIGN.md,"Define deliberate alternation of density, whitespace, media, proof, interaction, and emphasis across the full page or product.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.macro-rhythm-system,control.bq-0328
BQ-0329,P0,"09. Layout, Composition & Spatial Hierarchy",Macro-rhythm system,Recovery,CREATIVE.md / DESIGN.md,"Define deliberate alternation of density, whitespace, media, proof, interaction, and emphasis across the full page or product.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.macro-rhythm-system,control.bq-0329
BQ-0330,P0,"09. Layout, Composition & Spatial Hierarchy",Macro-rhythm system,Regression,CREATIVE.md / DESIGN.md,"Define deliberate alternation of density, whitespace, media, proof, interaction, and emphasis across the full page or product.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.macro-rhythm-system,control.bq-0330
BQ-0331,P1,"09. Layout, Composition & Spatial Hierarchy",Visual-anchor strategy,Contract,CREATIVE.md,Place strong focal anchors at intentional points so long pages do not feel uniformly weighted or visually flat.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.visual-anchor-strategy,control.bq-0331
BQ-0332,P1,"09. Layout, Composition & Spatial Hierarchy",Visual-anchor strategy,Procedure,CREATIVE.md,Place strong focal anchors at intentional points so long pages do not feel uniformly weighted or visually flat.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.visual-anchor-strategy,control.bq-0332
BQ-0333,P1,"09. Layout, Composition & Spatial Hierarchy",Visual-anchor strategy,Evidence Gate,CREATIVE.md,Place strong focal anchors at intentional points so long pages do not feel uniformly weighted or visually flat.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.visual-anchor-strategy,control.bq-0333
BQ-0334,P1,"09. Layout, Composition & Spatial Hierarchy",Visual-anchor strategy,Recovery,CREATIVE.md,Place strong focal anchors at intentional points so long pages do not feel uniformly weighted or visually flat.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.visual-anchor-strategy,control.bq-0334
BQ-0335,P1,"09. Layout, Composition & Spatial Hierarchy",Visual-anchor strategy,Regression,CREATIVE.md,Place strong focal anchors at intentional points so long pages do not feel uniformly weighted or visually flat.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.visual-anchor-strategy,control.bq-0335
BQ-0336,P1,"09. Layout, Composition & Spatial Hierarchy",Grid variation discipline,Contract,DESIGN.md,Allow controlled grid changes that support meaning while preserving alignment logic and responsive predictability.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.grid-variation-discipline,control.bq-0336
BQ-0337,P1,"09. Layout, Composition & Spatial Hierarchy",Grid variation discipline,Procedure,DESIGN.md,Allow controlled grid changes that support meaning while preserving alignment logic and responsive predictability.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.grid-variation-discipline,control.bq-0337
BQ-0338,P1,"09. Layout, Composition & Spatial Hierarchy",Grid variation discipline,Evidence Gate,DESIGN.md,Allow controlled grid changes that support meaning while preserving alignment logic and responsive predictability.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.grid-variation-discipline,control.bq-0338
BQ-0339,P1,"09. Layout, Composition & Spatial Hierarchy",Grid variation discipline,Recovery,DESIGN.md,Allow controlled grid changes that support meaning while preserving alignment logic and responsive predictability.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.grid-variation-discipline,control.bq-0339
BQ-0340,P1,"09. Layout, Composition & Spatial Hierarchy",Grid variation discipline,Regression,DESIGN.md,Allow controlled grid changes that support meaning while preserving alignment logic and responsive predictability.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.grid-variation-discipline,control.bq-0340
BQ-0341,P0,"09. Layout, Composition & Spatial Hierarchy",Hero composition diversity,Contract,CREATIVE.md,Require hero composition to emerge from brand and content needs rather than defaulting to text-left/image-right.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.hero-composition-diversity,control.bq-0341
BQ-0342,P0,"09. Layout, Composition & Spatial Hierarchy",Hero composition diversity,Procedure,CREATIVE.md,Require hero composition to emerge from brand and content needs rather than defaulting to text-left/image-right.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.hero-composition-diversity,control.bq-0342
BQ-0343,P0,"09. Layout, Composition & Spatial Hierarchy",Hero composition diversity,Evidence Gate,CREATIVE.md,Require hero composition to emerge from brand and content needs rather than defaulting to text-left/image-right.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.hero-composition-diversity,control.bq-0343
BQ-0344,P0,"09. Layout, Composition & Spatial Hierarchy",Hero composition diversity,Recovery,CREATIVE.md,Require hero composition to emerge from brand and content needs rather than defaulting to text-left/image-right.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.hero-composition-diversity,control.bq-0344
BQ-0345,P0,"09. Layout, Composition & Spatial Hierarchy",Hero composition diversity,Regression,CREATIVE.md,Require hero composition to emerge from brand and content needs rather than defaulting to text-left/image-right.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.hero-composition-diversity,control.bq-0345
BQ-0346,P0,"09. Layout, Composition & Spatial Hierarchy",Repetition detector,Contract,QA_GATES.md,"Measure repeated card structures, identical widths/spacing/alignment, generic dashboard/master-detail grammar, and other repetition that signals template construction; distinguish useful repeated data structures from convenience-driven sameness.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.repetition-detector,control.bq-0346
BQ-0347,P0,"09. Layout, Composition & Spatial Hierarchy",Repetition detector,Procedure,QA_GATES.md,"Measure repeated card structures, identical widths/spacing/alignment, generic dashboard/master-detail grammar, and other repetition that signals template construction; distinguish useful repeated data structures from convenience-driven sameness.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.repetition-detector,control.bq-0347
BQ-0348,P0,"09. Layout, Composition & Spatial Hierarchy",Repetition detector,Evidence Gate,QA_GATES.md,"Measure repeated card structures, identical widths/spacing/alignment, generic dashboard/master-detail grammar, and other repetition that signals template construction; distinguish useful repeated data structures from convenience-driven sameness.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.repetition-detector,control.bq-0348
BQ-0349,P0,"09. Layout, Composition & Spatial Hierarchy",Repetition detector,Recovery,QA_GATES.md,"Measure repeated card structures, identical widths/spacing/alignment, generic dashboard/master-detail grammar, and other repetition that signals template construction; distinguish useful repeated data structures from convenience-driven sameness.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.repetition-detector,control.bq-0349
BQ-0350,P0,"09. Layout, Composition & Spatial Hierarchy",Repetition detector,Regression,QA_GATES.md,"Measure repeated card structures, identical widths/spacing/alignment, generic dashboard/master-detail grammar, and other repetition that signals template construction; distinguish useful repeated data structures from convenience-driven sameness.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.repetition-detector,control.bq-0350
BQ-0351,P0,"09. Layout, Composition & Spatial Hierarchy",Viewport composition review,Contract,CREATIVE.md / QA_GATES.md,Evaluate what users see above the fold and at major scroll transitions instead of judging sections independently.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.viewport-composition-review,control.bq-0351
BQ-0352,P0,"09. Layout, Composition & Spatial Hierarchy",Viewport composition review,Procedure,CREATIVE.md / QA_GATES.md,Evaluate what users see above the fold and at major scroll transitions instead of judging sections independently.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.viewport-composition-review,control.bq-0352
BQ-0353,P0,"09. Layout, Composition & Spatial Hierarchy",Viewport composition review,Evidence Gate,CREATIVE.md / QA_GATES.md,Evaluate what users see above the fold and at major scroll transitions instead of judging sections independently.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.viewport-composition-review,control.bq-0353
BQ-0354,P0,"09. Layout, Composition & Spatial Hierarchy",Viewport composition review,Recovery,CREATIVE.md / QA_GATES.md,Evaluate what users see above the fold and at major scroll transitions instead of judging sections independently.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.viewport-composition-review,control.bq-0354
BQ-0355,P0,"09. Layout, Composition & Spatial Hierarchy",Viewport composition review,Regression,CREATIVE.md / QA_GATES.md,Evaluate what users see above the fold and at major scroll transitions instead of judging sections independently.,controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.viewport-composition-review,control.bq-0355
BQ-0356,P1,"09. Layout, Composition & Spatial Hierarchy",Whitespace intentionality,Contract,CREATIVE.md,"Distinguish premium breathing room from accidental emptiness by requiring whitespace to support hierarchy, focus, or rhythm.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.whitespace-intentionality,control.bq-0356
BQ-0357,P1,"09. Layout, Composition & Spatial Hierarchy",Whitespace intentionality,Procedure,CREATIVE.md,"Distinguish premium breathing room from accidental emptiness by requiring whitespace to support hierarchy, focus, or rhythm.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.whitespace-intentionality,control.bq-0357
BQ-0358,P1,"09. Layout, Composition & Spatial Hierarchy",Whitespace intentionality,Evidence Gate,CREATIVE.md,"Distinguish premium breathing room from accidental emptiness by requiring whitespace to support hierarchy, focus, or rhythm.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.whitespace-intentionality,control.bq-0358
BQ-0359,P1,"09. Layout, Composition & Spatial Hierarchy",Whitespace intentionality,Recovery,CREATIVE.md,"Distinguish premium breathing room from accidental emptiness by requiring whitespace to support hierarchy, focus, or rhythm.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.whitespace-intentionality,control.bq-0359
BQ-0360,P1,"09. Layout, Composition & Spatial Hierarchy",Whitespace intentionality,Regression,CREATIVE.md,"Distinguish premium breathing room from accidental emptiness by requiring whitespace to support hierarchy, focus, or rhythm.",controls/09-layout-composition-and-spatial-hierarchy.md,controls.capability.whitespace-intentionality,control.bq-0360
BQ-0361,P0,"10. Typography, Color & Design-System Foundations",Type-role specification,Contract,DESIGN.md / CREATIVE.md,"Define display, heading, body, label, metadata, numeric, and utility typography roles with explicit behavioral purpose.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-role-specification,control.bq-0361
BQ-0362,P0,"10. Typography, Color & Design-System Foundations",Type-role specification,Procedure,DESIGN.md / CREATIVE.md,"Define display, heading, body, label, metadata, numeric, and utility typography roles with explicit behavioral purpose.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-role-specification,control.bq-0362
BQ-0363,P0,"10. Typography, Color & Design-System Foundations",Type-role specification,Evidence Gate,DESIGN.md / CREATIVE.md,"Define display, heading, body, label, metadata, numeric, and utility typography roles with explicit behavioral purpose.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-role-specification,control.bq-0363
BQ-0364,P0,"10. Typography, Color & Design-System Foundations",Type-role specification,Recovery,DESIGN.md / CREATIVE.md,"Define display, heading, body, label, metadata, numeric, and utility typography roles with explicit behavioral purpose.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-role-specification,control.bq-0364
BQ-0365,P0,"10. Typography, Color & Design-System Foundations",Type-role specification,Regression,DESIGN.md / CREATIVE.md,"Define display, heading, body, label, metadata, numeric, and utility typography roles with explicit behavioral purpose.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-role-specification,control.bq-0365
BQ-0366,P0,"10. Typography, Color & Design-System Foundations",Type-scale coherence,Contract,DESIGN.md,Use a bounded responsive scale with intentional jumps in hierarchy instead of arbitrary per-section font sizes.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-scale-coherence,control.bq-0366
BQ-0367,P0,"10. Typography, Color & Design-System Foundations",Type-scale coherence,Procedure,DESIGN.md,Use a bounded responsive scale with intentional jumps in hierarchy instead of arbitrary per-section font sizes.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-scale-coherence,control.bq-0367
